"Symbol","Name","LastSale","MarketCap","ADR TSO","IPOyear","Sector","Industry","Summary Quote",
"AIRT","Air T, Inc.","28.809","58318951.779","n/a","n/a","Transportation","Air Freight/Delivery Services","https://www.nasdaq.com/symbol/airt",
"ATSG","Air Transport Services Group, Inc","22.57","1339559427.82","n/a","n/a","Transportation","Air Freight/Delivery Services","https://www.nasdaq.com/symbol/atsg",
"ALK","Alaska Air Group, Inc.","58.14","7186838017.5","n/a","n/a","Transportation","Air Freight/Delivery Services","https://www.nasdaq.com/symbol/alk",
"ALGT","Allegiant Travel Company","133.28","2169936744.64","n/a","2006","Transportation","Air Freight/Delivery Services","https://www.nasdaq.com/symbol/algt",
"AAL","American Airlines Group, Inc.","32.99","14814342528.52","n/a","n/a","Transportation","Air Freight/Delivery Services","https://www.nasdaq.com/symbol/aal",
"ARCB","ArcBest Corporation","32.12","820290003.28","n/a","n/a","Transportation","Trucking Freight/Courier Services","https://www.nasdaq.com/symbol/arcb",
"ASC","Ardmore Shipping Corporation","6.23","206199487.13","n/a","2013","Transportation","Marine Transportation","https://www.nasdaq.com/symbol/asc",
"AAWW","Atlas Air Worldwide Holdings","50.55","1301611343.4","n/a","n/a","Transportation","Transportation Services","https://www.nasdaq.com/symbol/aaww",
"AVH","Avianca Holdings S.A.","4.25","531944832.5","n/a","2013","Transportation","Air Freight/Delivery Services","https://www.nasdaq.com/symbol/avh",
"AZUL","Azul S.A.","29.98","3384586193.94","n/a","2017","Transportation","Air Freight/Delivery Services","https://www.nasdaq.com/symbol/azul",
"BEST","BEST Inc.","5.03","1947616000","n/a","2017","Transportation","Trucking Freight/Courier Services","https://www.nasdaq.com/symbol/best",
"BCO","Brink&#39;s Company (The)","78.52","3902838405.96","n/a","n/a","Transportation","Oil Refining/Marketing","https://www.nasdaq.com/symbol/bco",
"BRS","Bristow Group Inc","1.23","44031767.55","n/a","n/a","Transportation","Transportation Services","https://www.nasdaq.com/symbol/brs",
"CHRW","C.H. Robinson Worldwide, Inc.","88.49","12154864903.23","n/a","1997","Transportation","Oil Refining/Marketing","https://www.nasdaq.com/symbol/chrw",
"CNI","Canadian National Railway Company","90.34","65504059831.88","n/a","n/a","Transportation","Railroads","https://www.nasdaq.com/symbol/cni",
"CP","Canadian Pacific Railway Limited","206.94","28961360608.8","n/a","n/a","Transportation","Railroads","https://www.nasdaq.com/symbol/cp",
"CPLP","Capital Product Partners L.P.","10.35","188143324.65","n/a","2007","Transportation","Marine Transportation","https://www.nasdaq.com/symbol/cplp",
"CTRM","Castor Maritime Inc.","5.96","0","n/a","n/a","Transportation","Marine Transportation","https://www.nasdaq.com/symbol/ctrm",
"CEA","China Eastern Airlines Corporation Ltd.","36.24","10486106079.12","n/a","1997","Transportation","Air Freight/Delivery Services","https://www.nasdaq.com/symbol/cea",
"ZNH","China Southern Airlines Company Limited","45.62","11192567960.9","n/a","1997","Transportation","Air Freight/Delivery Services","https://www.nasdaq.com/symbol/znh",
"VLRS","Controladora Vuela Compania de Aviacion, S.A.B. de C.V.","8.78","875818249.02","n/a","2013","Transportation","Air Freight/Delivery Services","https://www.nasdaq.com/symbol/vlrs",
"CPA","Copa Holdings, S.A.","83.05","3504322903.95","n/a","2005","Transportation","Air Freight/Delivery Services","https://www.nasdaq.com/symbol/cpa",
"CAAP","Corporacion America Airports SA","8.15","1304181435.3","n/a","2018","Transportation","Aerospace","https://www.nasdaq.com/symbol/caap",
"CMRE","Costamare Inc.","5.26","596620160.36","n/a","2010","Transportation","Marine Transportation","https://www.nasdaq.com/symbol/cmre",
"CVTI","Covenant Transportation Group, Inc.","20.33","373431869.29","n/a","1994","Transportation","Trucking Freight/Courier Services","https://www.nasdaq.com/symbol/cvti",
"CYRX","CryoPort, Inc.","12.48","379845298.56","n/a","n/a","Transportation","Oil Refining/Marketing","https://www.nasdaq.com/symbol/cyrx",
"CYRXW","CryoPort, Inc.","8.9","0","n/a","n/a","Transportation","Oil Refining/Marketing","https://www.nasdaq.com/symbol/cyrxw",
"CSX","CSX Corporation","76.18","61910475624.66","n/a","n/a","Transportation","Railroads","https://www.nasdaq.com/symbol/csx",
"DAC","Danaos Corporation","0.865","184525653.575","n/a","2006","Transportation","Marine Transportation","https://www.nasdaq.com/symbol/dac",
"DAL","Delta Air Lines, Inc.","55.33","37566308922.34","n/a","n/a","Transportation","Air Freight/Delivery Services","https://www.nasdaq.com/symbol/dal",
"DHT","DHT Holdings, Inc.","4.66","662817127.1","n/a","2005","Transportation","Marine Transportation","https://www.nasdaq.com/symbol/dht",
"DSSI","Diamond S Shipping Inc.","9.65","0","n/a","2019","Transportation","Marine Transportation","https://www.nasdaq.com/symbol/dssi",
"DSX","Diana Shipping inc.","2.92","308831904.92","n/a","2005","Transportation","Marine Transportation","https://www.nasdaq.com/symbol/dsx",
"LPG","Dorian LPG Ltd.","6.75","372446039.25","n/a","2014","Transportation","Marine Transportation","https://www.nasdaq.com/symbol/lpg",
"DRYS","DryShips Inc.","4.61","400547350.47","n/a","2005","Transportation","Marine Transportation","https://www.nasdaq.com/symbol/drys",
"EGLE","Eagle Bulk Shipping Inc.","4.71","344702216.64","n/a","n/a","Transportation","Marine Transportation","https://www.nasdaq.com/symbol/egle",
"ECHO","Echo Global Logistics, Inc.","25.14","699348115.02","n/a","2009","Transportation","Oil Refining/Marketing","https://www.nasdaq.com/symbol/echo",
"ERA","Era Group, Inc.","11.8","257120513.2","n/a","n/a","Transportation","Transportation Services","https://www.nasdaq.com/symbol/era",
"EURN","Euronav NV","8.37","1832881834.26","n/a","2015","Transportation","Marine Transportation","https://www.nasdaq.com/symbol/eurn",
"ESEA","Euroseas Ltd.","0.71","8004629.46","n/a","n/a","Transportation","Marine Transportation","https://www.nasdaq.com/symbol/esea",
"EXPD","Expeditors International of Washington, Inc.","78.09","13420304305.83","n/a","n/a","Transportation","Oil Refining/Marketing","https://www.nasdaq.com/symbol/expd",
"FDX","FedEx Corporation","184.03","47953545846.36","n/a","n/a","Transportation","Air Freight/Delivery Services","https://www.nasdaq.com/symbol/fdx",
"FWRD","Forward Air Corporation","64.2","1850574180.6","n/a","n/a","Transportation","Oil Refining/Marketing","https://www.nasdaq.com/symbol/fwrd",
"FRO","Frontline Ltd.","6.77","1149689469.84","n/a","n/a","Transportation","Marine Transportation","https://www.nasdaq.com/symbol/fro",
"GNK","Genco Shipping & Trading Limited ","7.72","321500002.16","n/a","n/a","Transportation","Marine Transportation","https://www.nasdaq.com/symbol/gnk",
"GWR","Genesee & Wyoming, Inc.","89.22","5068176449.7","n/a","n/a","Transportation","Railroads","https://www.nasdaq.com/symbol/gwr",
"GSL","Global Ship Lease, Inc.","5.9","58663641","n/a","n/a","Transportation","Marine Transportation","https://www.nasdaq.com/symbol/gsl",
"GLBS","Globus Maritime Limited","3.39","10885652.73","n/a","n/a","Transportation","Marine Transportation","https://www.nasdaq.com/symbol/glbs",
"GOL","Gol Linhas Aereas Inteligentes S.A.","13.07","298989320","n/a","2004","Transportation","Air Freight/Delivery Services","https://www.nasdaq.com/symbol/gol",
"GRIN","Grindrod Shipping Holdings Ltd.","5.2","99131931.6","n/a","n/a","Transportation","Marine Transportation","https://www.nasdaq.com/symbol/grin",
"OMAB","Grupo Aeroportuario del Centro Norte S.A.B. de C.V.","46.12","320079579.64","6940147","2006","Transportation","Aerospace","https://www.nasdaq.com/symbol/omab",
"PAC","Grupo Aeroportuario Del Pacifico, S.A. de C.V.","90.72","5089392000","n/a","2006","Transportation","Aerospace","https://www.nasdaq.com/symbol/pac",
"ASR","Grupo Aeroportuario del Sureste, S.A. de C.V.","160.26","4807800000","n/a","n/a","Transportation","Aerospace","https://www.nasdaq.com/symbol/asr",
"GSH","Guangshen Railway Company Limited","19.31","2735661989.4","n/a","n/a","Transportation","Railroads","https://www.nasdaq.com/symbol/gsh",
"HA","Hawaiian Holdings, Inc.","27.13","1313684926.15","n/a","n/a","Transportation","Air Freight/Delivery Services","https://www.nasdaq.com/symbol/ha",
"HTLD","Heartland Express, Inc.","19.25","1577236237.5","n/a","1986","Transportation","Trucking Freight/Courier Services","https://www.nasdaq.com/symbol/htld",
"HUBG","Hub Group, Inc.","42.25","1469206358.75","n/a","1996","Transportation","Oil Refining/Marketing","https://www.nasdaq.com/symbol/hubg",
"HUNT","Hunter Maritime Acquisition Corp.","95","19383895380","n/a","2017","Transportation","Oil Refining/Marketing","https://www.nasdaq.com/symbol/hunt",
"HUNTU","Hunter Maritime Acquisition Corp.","88","0","n/a","2016","Transportation","Oil Refining/Marketing","https://www.nasdaq.com/symbol/huntu",
"HUNTW","Hunter Maritime Acquisition Corp.","0.465","0","n/a","2017","Transportation","Oil Refining/Marketing","https://www.nasdaq.com/symbol/huntw",
"JBHT","J.B. Hunt Transport Services, Inc.","103.22","11224017697.36","n/a","n/a","Transportation","Trucking Freight/Courier Services","https://www.nasdaq.com/symbol/jbht",
"JBLU","JetBlue Airways Corporation","16.81","5050281537.27","n/a","2002","Transportation","Air Freight/Delivery Services","https://www.nasdaq.com/symbol/jblu",
"KSU","Kansas City Southern","116.83","11793001870.65","n/a","n/a","Transportation","Railroads","https://www.nasdaq.com/symbol/ksu",
"KSU^","Kansas City Southern","26.45","0","n/a","n/a","Transportation","Railroads","https://www.nasdaq.com/symbol/ksu^",
"KNX","Knight Transportation, Inc.","32.52","5626249070.28","n/a","2017","Transportation","Trucking Freight/Courier Services","https://www.nasdaq.com/symbol/knx",
"LSTR","Landstar System, Inc.","109.97","4411651534.08","n/a","1993","Transportation","Trucking Freight/Courier Services","https://www.nasdaq.com/symbol/lstr",
"LTM","LATAM Airlines Group S.A.","10.74","6512818622.82","n/a","n/a","Transportation","Air Freight/Delivery Services","https://www.nasdaq.com/symbol/ltm",
"MRTN","Marten Transport, Ltd.","17.69","965273229.91","n/a","1986","Transportation","Trucking Freight/Courier Services","https://www.nasdaq.com/symbol/mrtn",
"MESA","Mesa Air Group, Inc.","8.59","205325936.77","n/a","2018","Transportation","Air Freight/Delivery Services","https://www.nasdaq.com/symbol/mesa",
"NVGS","Navigator Holdings Ltd.","11.18","622237478.72","n/a","2013","Transportation","Marine Transportation","https://www.nasdaq.com/symbol/nvgs",
"NNA","Navios Maritime Acquisition Corporation","6.04","80303394.56","n/a","n/a","Transportation","Marine Transportation","https://www.nasdaq.com/symbol/nna",
"NMCI","Navios Maritime Containers L.P.","2.24","77510944","n/a","n/a","Transportation","Marine Transportation","https://www.nasdaq.com/symbol/nmci",
"NM","Navios Maritime Holdings Inc.","2.62","3267305.06","n/a","n/a","Transportation","Marine Transportation","https://www.nasdaq.com/symbol/nm",
"NMM","Navios Maritime Partners LP","0.9051","151685495.3964","n/a","2007","Transportation","Marine Transportation","https://www.nasdaq.com/symbol/nmm",
"NAO","Nordic American Offshore Ltd.","2.8","173563.6","n/a","2014","Transportation","Marine Transportation","https://www.nasdaq.com/symbol/nao",
"NSC","Norfolk Souther Corporation","193","51618877918","n/a","n/a","Transportation","Railroads","https://www.nasdaq.com/symbol/nsc",
"ODFL","Old Dominion Freight Line, Inc.","148.59","12057631095.51","n/a","1991","Transportation","Trucking Freight/Courier Services","https://www.nasdaq.com/symbol/odfl",
"OSG","Overseas Shipholding Group, Inc.","2.33","198664397.7","n/a","2015","Transportation","Marine Transportation","https://www.nasdaq.com/symbol/osg",
"PTSI","P.A.M. Transportation Services, Inc.","51","301762410","n/a","1986","Transportation","Trucking Freight/Courier Services","https://www.nasdaq.com/symbol/ptsi",
"PANL","Pangaea Logistics Solutions Ltd.","3.41","151758946.9","n/a","2013","Transportation","Marine Transportation","https://www.nasdaq.com/symbol/panl",
"PATI","Patriot Transportation Holding, Inc.","19.1557","63759096.1562","n/a","n/a","Transportation","Trucking Freight/Courier Services","https://www.nasdaq.com/symbol/pati",
"DCIX","Performance Shipping Inc.","1.16","31034467.16","n/a","n/a","Transportation","Marine Transportation","https://www.nasdaq.com/symbol/dcix",
"PXS","Pyxis Tankers Inc.","1.17","24640422.3","n/a","n/a","Transportation","Marine Transportation","https://www.nasdaq.com/symbol/pxs",
"RLGT","Radiant Logistics, Inc.","6.41","317366458.68","n/a","n/a","Transportation","Oil Refining/Marketing","https://www.nasdaq.com/symbol/rlgt",
"RRTS","Roadrunner Transportation Systems, Inc","0.4199","394302176.2914","n/a","2010","Transportation","Oil Refining/Marketing","https://www.nasdaq.com/symbol/rrts",
"RYAAY","Ryanair Holdings plc","72.55","7314910121.35","100825777","1997","Transportation","Air Freight/Delivery Services","https://www.nasdaq.com/symbol/ryaay",
"SB","Safe Bulkers, Inc","1.46","147799769.74","n/a","2008","Transportation","Marine Transportation","https://www.nasdaq.com/symbol/sb",
"SAIA","Saia, Inc.","61.79","1596968790.79","n/a","n/a","Transportation","Trucking Freight/Courier Services","https://www.nasdaq.com/symbol/saia",
"SNDR","Schneider National, Inc.","21.1","3735218469.2","n/a","2017","Transportation","Trucking Freight/Courier Services","https://www.nasdaq.com/symbol/sndr",
"SALT","Scorpio Bulkers Inc.","4.07","289854240.06","n/a","2013","Transportation","Marine Transportation","https://www.nasdaq.com/symbol/salt",
"SLTB","Scorpio Bulkers Inc.","25.24","0","n/a","2014","Transportation","Marine Transportation","https://www.nasdaq.com/symbol/sltb",
"SBNA","Scorpio Tankers Inc.","25.33","0","n/a","2014","Transportation","Marine Transportation","https://www.nasdaq.com/symbol/sbna",
"STNG","Scorpio Tankers Inc.","19.59","1006866642.3","n/a","2010","Transportation","Marine Transportation","https://www.nasdaq.com/symbol/stng",
"CKH","SEACOR Holdings, Inc.","42.12","772685545.32","n/a","n/a","Transportation","Marine Transportation","https://www.nasdaq.com/symbol/ckh",
"SMHI","SEACOR Marine Holdings Inc.","13.97","293971827.6","n/a","2017","Transportation","Marine Transportation","https://www.nasdaq.com/symbol/smhi",
"SHIP","Seanergy Maritime Holdings Corp","4.44","12477390.12","n/a","n/a","Transportation","Marine Transportation","https://www.nasdaq.com/symbol/ship",
"SHIPW","Seanergy Maritime Holdings Corp","0.035","0","n/a","n/a","Transportation","Marine Transportation","https://www.nasdaq.com/symbol/shipw",
"SSW","Seaspan Corporation","9.12","1965761799.84","n/a","2005","Transportation","Marine Transportation","https://www.nasdaq.com/symbol/ssw",
"SSWA","Seaspan Corporation","25.7","0","n/a","2017","Transportation","Marine Transportation","https://www.nasdaq.com/symbol/sswa",
"SSWN","Seaspan Corporation","25.32","0","n/a","2014","Transportation","Marine Transportation","https://www.nasdaq.com/symbol/sswn",
"SFL","Ship Finance International Limited","12.63","1507712880.75","n/a","n/a","Transportation","Marine Transportation","https://www.nasdaq.com/symbol/sfl",
"SINO","Sino-Global Shipping America, Ltd.","0.8878","13535135.1234","n/a","n/a","Transportation","Oil Refining/Marketing","https://www.nasdaq.com/symbol/sino",
"SKYW","SkyWest, Inc.","55.72","2877814190.16","n/a","1986","Transportation","Air Freight/Delivery Services","https://www.nasdaq.com/symbol/skyw",
"LUV","Southwest Airlines Company","52.71","29132229230.79","n/a","n/a","Transportation","Air Freight/Delivery Services","https://www.nasdaq.com/symbol/luv",
"SAVE","Spirit Airlines, Inc.","53.82","3677465542.14","n/a","n/a","Transportation","Air Freight/Delivery Services","https://www.nasdaq.com/symbol/save",
"SBLK","Star Bulk Carriers Corp.","6.85","637664561.45","n/a","n/a","Transportation","Marine Transportation","https://www.nasdaq.com/symbol/sblk",
"SBLKZ","Star Bulk Carriers Corp.","25.3","0","n/a","n/a","Transportation","Marine Transportation","https://www.nasdaq.com/symbol/sblkz",
"GASS","StealthGas, Inc.","3.5","139511970.5","n/a","2005","Transportation","Marine Transportation","https://www.nasdaq.com/symbol/gass",
"TK","Teekay Corporation","4.13","414796946.48","n/a","n/a","Transportation","Marine Transportation","https://www.nasdaq.com/symbol/tk",
"TOPS","TOP Ships Inc.","0.805","20096395.935","n/a","n/a","Transportation","Marine Transportation","https://www.nasdaq.com/symbol/tops",
"TRMD","TORM plc","7.7199","570546751.8423","n/a","n/a","Transportation","Marine Transportation","https://www.nasdaq.com/symbol/trmd",
"TNP","Tsakos Energy Navigation Ltd","3.14","274236462.42","n/a","2002","Transportation","Marine Transportation","https://www.nasdaq.com/symbol/tnp",
"USX","U.S. Xpress Enterprises, Inc.","6.94","228305804.6","n/a","2018","Transportation","Trucking Freight/Courier Services","https://www.nasdaq.com/symbol/usx",
"UNP","Union Pacific Corporation","169.78","120727482774.86","n/a","n/a","Transportation","Railroads","https://www.nasdaq.com/symbol/unp",
"UAL","United Continental Holdings, Inc.","82.77","22077041548.29","n/a","n/a","Transportation","Air Freight/Delivery Services","https://www.nasdaq.com/symbol/ual",
"UPS","United Parcel Service, Inc.","113.68","79192531327.28","n/a","1999","Transportation","Trucking Freight/Courier Services","https://www.nasdaq.com/symbol/ups",
"ULH","Universal Logistics Holdings, Inc.","20.57","583855321.39","n/a","n/a","Transportation","Trucking Freight/Courier Services","https://www.nasdaq.com/symbol/ulh",
"USAK","USA Truck, Inc.","15.12","126424897.2","n/a","1992","Transportation","Trucking Freight/Courier Services","https://www.nasdaq.com/symbol/usak",
"USDP","USD Partners LP","10.86","287798492.52","n/a","2014","Transportation","Railroads","https://www.nasdaq.com/symbol/usdp",
"WERN","Werner Enterprises, Inc.","34.5","2431839519","n/a","1986","Transportation","Trucking Freight/Courier Services","https://www.nasdaq.com/symbol/wern",
"YRCW","YRC Worldwide, Inc.","7.26","245705886.36","n/a","n/a","Transportation","Trucking Freight/Courier Services","https://www.nasdaq.com/symbol/yrcw",
"ZTO","ZTO Express (Cayman) Inc.","18.25","14334715426.75","n/a","2016","Transportation","Trucking Freight/Courier Services","https://www.nasdaq.com/symbol/zto",
